created_at,entry_id,field1,field2,latitude,longitude,elevation,status
2021-01-31T13:08:32+00:00,38,16,,,,,
2021-01-31T13:42:55+00:00,39,17,,,,,
2021-01-31T14:17:18+00:00,40,17,,,,,
2021-01-31T14:51:41+00:00,41,17,,,,,
2021-01-31T15:26:04+00:00,42,17,,,,,
2021-01-31T16:00:28+00:00,43,17,,,,,
2021-01-31T16:34:51+00:00,44,18,,,,,
2021-01-31T17:09:16+00:00,45,18,,,,,
2021-01-31T17:43:39+00:00,46,18,,,,,
2021-01-31T18:18:02+00:00,47,18,,,,,
2021-01-31T18:52:26+00:00,48,18,,,,,
2021-01-31T19:26:50+00:00,49,18,,,,,
2021-01-31T20:01:14+00:00,50,18,,,,,
2021-01-31T20:35:37+00:00,51,18,,,,,
2021-01-31T21:10:02+00:00,52,18,,,,,
2021-01-31T21:44:26+00:00,53,18,,,,,
2021-01-31T22:18:53+00:00,54,18,,,,,
2021-01-31T22:53:14+00:00,55,18,,,,,
2021-01-31T23:00:32+00:00,56,0,,,,,
2021-01-31T23:27:38+00:00,57,17,,,,,
2021-02-01T00:02:01+00:00,58,17,,,,,
2021-02-01T00:36:24+00:00,59,17,,,,,
2021-02-01T01:10:47+00:00,60,17,,,,,
2021-02-01T01:45:10+00:00,61,16,,,,,
2021-02-01T02:19:33+00:00,62,16,,,,,
2021-02-01T02:53:56+00:00,63,16,,,,,
2021-02-01T03:28:19+00:00,64,16,,,,,
2021-02-01T04:02:41+00:00,65,16,,,,,
2021-02-01T04:37:03+00:00,66,15,,,,,
2021-02-01T05:11:26+00:00,67,15,,,,,
2021-02-01T05:45:48+00:00,68,15,,,,,
2021-02-01T06:20:10+00:00,69,15,,,,,
2021-02-01T06:54:32+00:00,70,15,,,,,
2021-02-01T07:28:54+00:00,71,15,,,,,
2021-02-01T08:03:16+00:00,72,16,,,,,
2021-02-01T08:37:39+00:00,73,16,,,,,
2021-02-01T09:12:05+00:00,74,16,,,,,
2021-02-01T09:46:25+00:00,75,17,,,,,
2021-02-01T10:20:48+00:00,76,17,,,,,
2021-02-01T10:55:12+00:00,77,18,,,,,
2021-02-01T11:29:36+00:00,78,18,,,,,
2021-02-01T12:04:00+00:00,79,18,,,,,
2021-02-01T12:38:24+00:00,80,18,,,,,
2021-02-01T13:12:48+00:00,81,18,,,,,
2021-02-01T13:47:12+00:00,82,18,,,,,
2021-02-01T14:21:36+00:00,83,18,,,,,
2021-02-01T14:56:00+00:00,84,19,,,,,
2021-02-01T15:30:25+00:00,85,19,,,,,
2021-02-01T16:04:49+00:00,86,18,,,,,
2021-02-01T16:39:13+00:00,87,18,,,,,
2021-02-01T17:13:37+00:00,88,18,,,,,
2021-02-01T17:48:02+00:00,89,18,,,,,
2021-02-01T18:22:26+00:00,90,18,,,,,
2021-02-01T18:56:50+00:00,91,18,,,,,
2021-02-01T19:31:14+00:00,92,18,,,,,
2021-02-01T20:05:39+00:00,93,18,,,,,
2021-02-01T20:40:03+00:00,94,19,,,,,
2021-02-01T21:14:28+00:00,95,19,,,,,
2021-02-01T21:48:52+00:00,96,19,,,,,
2021-02-01T22:23:16+00:00,97,18,,,,,
2021-02-01T22:57:40+00:00,98,18,,,,,
2021-02-01T23:32:04+00:00,99,18,,,,,
2021-02-02T00:06:28+00:00,100,17,,,,,
2021-02-02T00:40:52+00:00,101,17,,,,,
2021-02-02T01:15:15+00:00,102,17,,,,,
2021-02-02T01:49:38+00:00,103,17,,,,,
2021-02-02T02:24:01+00:00,104,17,,,,,
2021-02-02T02:58:25+00:00,105,17,,,,,
2021-02-02T03:32:47+00:00,106,16,,,,,
2021-02-02T04:07:11+00:00,107,16,,,,,
2021-02-02T04:41:34+00:00,108,16,,,,,
2021-02-02T05:15:56+00:00,109,16,,,,,
2021-02-02T05:50:19+00:00,110,16,,,,,
2021-02-02T06:24:42+00:00,111,16,,,,,
2021-02-02T06:59:04+00:00,112,16,,,,,
2021-02-02T07:33:27+00:00,113,16,,,,,
2021-02-02T08:07:50+00:00,114,16,,,,,
2021-02-02T08:42:12+00:00,115,17,,,,,
2021-02-02T09:16:36+00:00,116,17,,,,,
2021-02-02T09:50:59+00:00,117,17,,,,,
2021-02-02T10:25:23+00:00,118,17,,,,,
2021-02-02T10:59:46+00:00,119,17,,,,,
2021-02-02T11:34:10+00:00,120,18,,,,,
2021-02-02T12:08:34+00:00,121,18,,,,,
2021-02-02T12:42:58+00:00,122,18,,,,,
2021-02-02T13:17:22+00:00,123,18,,,,,
2021-02-02T13:51:46+00:00,124,19,,,,,
2021-02-02T14:26:10+00:00,125,19,,,,,
2021-02-02T15:00:35+00:00,126,19,,,,,
2021-02-02T15:35:00+00:00,127,19,,,,,
2021-02-02T16:09:24+00:00,128,19,,,,,
2021-02-02T16:43:49+00:00,129,19,,,,,
2021-02-02T17:18:14+00:00,130,19,,,,,
2021-02-02T17:52:39+00:00,131,20,,,,,
2021-02-02T18:27:04+00:00,132,20,,,,,
2021-02-02T19:01:29+00:00,133,20,,,,,
2021-02-02T19:35:54+00:00,134,20,,,,,
2021-02-02T20:10:19+00:00,135,19,,,,,
2021-02-02T20:44:41+00:00,136,9,,,,,
2021-02-02T21:19:00+00:00,137,8,,,,,
2021-02-02T21:53:18+00:00,138,7,,,,,
2021-02-02T22:27:36+00:00,139,7,,,,,
2021-02-02T23:01:53+00:00,140,7,,,,,
2021-02-02T23:36:11+00:00,141,7,,,,,
2021-02-03T00:10:28+00:00,142,7,,,,,
2021-02-03T00:44:46+00:00,143,6,,,,,
2021-02-03T01:19:03+00:00,144,6,,,,,
2021-02-03T01:53:20+00:00,145,6,,,,,
2021-02-03T02:27:37+00:00,146,6,,,,,
2021-02-03T03:01:55+00:00,147,6,,,,,
2021-02-03T03:36:12+00:00,148,6,,,,,
2021-02-03T04:10:29+00:00,149,6,,,,,
2021-02-03T04:44:46+00:00,150,6,,,,,
2021-02-03T05:19:03+00:00,151,6,,,,,
2021-02-03T05:53:20+00:00,152,6,,,,,
2021-02-03T06:27:37+00:00,153,6,,,,,
2021-02-03T07:01:54+00:00,154,6,,,,,
2021-02-03T07:36:11+00:00,155,6,,,,,
2021-02-03T08:10:28+00:00,156,7,,,,,
2021-02-03T08:44:46+00:00,157,7,,,,,
2021-02-03T09:19:04+00:00,158,7,,,,,
2021-02-03T09:53:21+00:00,159,7,,,,,
2021-02-03T10:27:39+00:00,160,7,,,,,
2021-02-03T11:01:57+00:00,161,7,,,,,
2021-02-03T11:36:15+00:00,162,8,,,,,
2021-02-03T12:10:33+00:00,163,8,,,,,
2021-02-03T12:44:51+00:00,164,8,,,,,
2021-02-03T13:19:10+00:00,165,9,,,,,
2021-02-03T13:53:29+00:00,166,9,,,,,
2021-02-03T14:27:47+00:00,167,8,,,,,
2021-02-03T15:02:06+00:00,168,8,,,,,
2021-02-03T15:36:24+00:00,169,8,,,,,
2021-02-03T16:10:42+00:00,170,8,,,,,
2021-02-03T16:45:00+00:00,171,7,,,,,
2021-02-03T17:19:17+00:00,172,7,,,,,
2021-02-03T17:53:35+00:00,173,7,,,,,
2021-02-03T18:27:53+00:00,174,7,,,,,
2021-02-03T19:02:10+00:00,175,8,,,,,
2021-02-03T19:36:28+00:00,176,7,,,,,
2021-02-03T20:10:45+00:00,177,7,,,,,
2021-02-03T20:45:02+00:00,178,7,,,,,
2021-02-03T21:19:20+00:00,179,7,,,,,
2021-02-03T21:53:37+00:00,180,7,,,,,
2021-02-03T22:27:55+00:00,181,7,,,,,
2021-02-03T23:02:12+00:00,182,7,,,,,
2021-02-03T23:36:29+00:00,183,7,,,,,
2021-02-04T00:10:46+00:00,184,6,,,,,
2021-02-04T00:45:03+00:00,185,6,,,,,
2021-02-04T01:19:20+00:00,186,6,,,,,
2021-02-04T01:53:37+00:00,187,6,,,,,
2021-02-04T02:27:54+00:00,188,6,,,,,
2021-02-04T03:02:11+00:00,189,6,,,,,
2021-02-04T03:36:28+00:00,190,6,,,,,
2021-02-04T04:10:45+00:00,191,6,,,,,
2021-02-04T04:45:02+00:00,192,6,,,,,
2021-02-04T05:19:18+00:00,193,6,,,,,
2021-02-04T05:53:35+00:00,194,6,,,,,
2021-02-04T06:27:52+00:00,195,6,,,,,
2021-02-04T07:02:08+00:00,196,6,,,,,
2021-02-04T07:36:25+00:00,197,7,,,,,
2021-02-04T08:10:42+00:00,198,7,,,,,
2021-02-04T08:45:00+00:00,199,7,,,,,
2021-02-04T09:19:17+00:00,200,7,,,,,
2021-02-04T09:53:35+00:00,201,7,,,,,
2021-02-04T10:27:53+00:00,202,7,,,,,
2021-02-04T11:02:10+00:00,203,7,,,,,
2021-02-04T11:36:28+00:00,204,7,,,,,
2021-02-04T12:10:46+00:00,205,7,,,,,
2021-02-04T12:45:04+00:00,206,8,,,,,
2021-02-04T13:19:22+00:00,207,8,,,,,
2021-02-04T13:53:39+00:00,208,12,,,,,
2021-02-04T15:03:05+00:00,209,0,,,,,
2021-02-04T15:36:35+00:00,210,7,,,,,
2021-02-04T16:10:53+00:00,211,8,,,,,
2021-02-04T16:45:11+00:00,212,7,,,,,
2021-02-04T17:19:28+00:00,213,7,,,,,
2021-02-04T17:53:46+00:00,214,7,,,,,
2021-02-04T18:28:03+00:00,215,8,,,,,
2021-02-04T19:02:21+00:00,216,8,,,,,
2021-02-04T19:36:39+00:00,217,8,,,,,
2021-02-04T20:11:00+00:00,218,8,,,,,
2021-02-04T20:45:15+00:00,219,8,,,,,
2021-02-04T21:19:32+00:00,220,8,,,,,
2021-02-04T21:53:50+00:00,221,8,,,,,
2021-02-04T22:28:07+00:00,222,8,,,,,
2021-02-04T23:02:25+00:00,223,8,,,,,
2021-02-04T23:36:42+00:00,224,7,,,,,
2021-02-05T00:11:00+00:00,225,7,,,,,
2021-02-05T00:45:17+00:00,226,7,,,,,
2021-02-05T01:19:34+00:00,227,7,,,,,
2021-02-05T01:53:52+00:00,228,7,,,,,
2021-02-05T02:28:09+00:00,229,7,,,,,
2021-02-05T03:02:26+00:00,230,7,,,,,
2021-02-05T03:36:44+00:00,231,7,,,,,
2021-02-05T04:11:01+00:00,232,7,,,,,
2021-02-05T04:45:18+00:00,233,7,,,,,
2021-02-05T05:19:35+00:00,234,7,,,,,
2021-02-05T05:53:52+00:00,235,7,,,,,
2021-02-05T06:28:09+00:00,236,7,,,,,
2021-02-05T07:02:26+00:00,237,7,,,,,
2021-02-05T07:36:43+00:00,238,7,,,,,
2021-02-05T08:11:01+00:00,239,8,,,,,
2021-02-05T08:45:18+00:00,240,8,,,,,
2021-02-05T09:19:36+00:00,241,8,,,,,
2021-02-05T09:53:53+00:00,242,8,,,,,
2021-02-05T10:28:11+00:00,243,8,,,,,
2021-02-05T11:02:29+00:00,244,8,,,,,
2021-02-05T11:36:47+00:00,245,8,,,,,
2021-02-05T12:11:05+00:00,246,9,,,,,
2021-02-05T12:45:23+00:00,247,9,,,,,
2021-02-05T13:19:41+00:00,248,10,,,,,
2021-02-05T13:53:59+00:00,249,9,,,,,
2021-02-05T14:28:18+00:00,250,9,,,,,
2021-02-05T15:02:36+00:00,251,8,,,,,
2021-02-05T15:36:54+00:00,252,8,,,,,
2021-02-05T16:11:12+00:00,253,8,,,,,
2021-02-05T16:45:30+00:00,254,8,,,,,
2021-02-05T17:19:47+00:00,255,8,,,,,
2021-02-05T17:54:05+00:00,256,8,,,,,
2021-02-05T18:28:22+00:00,257,8,,,,,
2021-02-05T19:02:40+00:00,258,8,,,,,
2021-02-05T19:36:58+00:00,259,8,,,,,
2021-02-05T20:11:15+00:00,260,8,,,,,
2021-02-05T20:45:33+00:00,261,8,,,,,
2021-02-05T21:19:50+00:00,262,8,,,,,
2021-02-05T21:54:08+00:00,263,8,,,,,
2021-02-05T22:28:25+00:00,264,8,,,,,
2021-02-05T23:02:42+00:00,265,7,,,,,
2021-02-05T23:37:00+00:00,266,7,,,,,
2021-02-06T00:11:17+00:00,267,7,,,,,
2021-02-06T00:45:34+00:00,268,7,,,,,
2021-02-06T01:19:51+00:00,269,7,,,,,
2021-02-06T01:54:08+00:00,270,7,,,,,
2021-02-06T02:28:25+00:00,271,7,,,,,
2021-02-06T03:02:42+00:00,272,7,,,,,
2021-02-06T03:36:59+00:00,273,6,,,,,
2021-02-06T04:11:16+00:00,274,6,,,,,
2021-02-06T04:45:32+00:00,275,6,,,,,
2021-02-06T05:19:49+00:00,276,6,,,,,
2021-02-06T05:54:06+00:00,277,6,,,,,
2021-02-06T06:28:22+00:00,278,6,,,,,
2021-02-06T07:02:39+00:00,279,6,,,,,
2021-02-06T07:36:56+00:00,280,6,,,,,
2021-02-06T08:11:12+00:00,281,6,,,,,
2021-02-06T08:45:29+00:00,282,6,,,,,
2021-02-06T09:19:45+00:00,283,6,,,,,
2021-02-06T09:54:02+00:00,284,7,,,,,
2021-02-06T10:28:19+00:00,285,8,,,,,
2021-02-06T11:02:36+00:00,286,8,,,,,
2021-02-06T11:36:54+00:00,287,8,,,,,
2021-02-06T12:11:12+00:00,288,8,,,,,
2021-02-06T12:45:29+00:00,289,8,,,,,
2021-02-06T13:19:47+00:00,290,8,,,,,
2021-02-06T13:54:05+00:00,291,8,,,,,
2021-02-06T14:28:22+00:00,292,8,,,,,
2021-02-06T15:02:40+00:00,293,8,,,,,
2021-02-06T15:36:58+00:00,294,8,,,,,
2021-02-06T16:11:15+00:00,295,8,,,,,
2021-02-06T16:45:36+00:00,296,8,,,,,
2021-02-06T17:19:50+00:00,297,8,,,,,
2021-02-06T17:54:07+00:00,298,7,,,,,
2021-02-06T18:28:25+00:00,299,8,,,,,
2021-02-06T19:02:42+00:00,300,8,,,,,
2021-02-06T19:36:59+00:00,301,7,,,,,
2021-02-06T20:11:18+00:00,302,7,,,,,
2021-02-06T20:45:34+00:00,303,7,,,,,
2021-02-06T21:19:51+00:00,304,7,,,,,
2021-02-06T21:54:08+00:00,305,7,,,,,
2021-02-06T22:28:25+00:00,306,7,,,,,
2021-02-06T23:02:42+00:00,307,7,,,,,
2021-02-06T23:36:59+00:00,308,7,,,,,
2021-02-07T00:11:16+00:00,309,6,,,,,
2021-02-07T00:45:33+00:00,310,6,,,,,
2021-02-07T01:19:50+00:00,311,6,,,,,
2021-02-07T01:54:07+00:00,312,6,,,,,
2021-02-07T02:28:26+00:00,313,6,,,,,
2021-02-07T03:02:40+00:00,314,6,,,,,
2021-02-07T03:36:56+00:00,315,6,,,,,
2021-02-07T04:11:13+00:00,316,5,,,,,
2021-02-07T04:45:29+00:00,317,5,,,,,
2021-02-07T05:19:45+00:00,318,5,,,,,
2021-02-07T05:54:01+00:00,319,5,,,,,
2021-02-07T06:28:18+00:00,320,5,,,,,
2021-02-07T07:02:34+00:00,321,5,,,,,
2021-02-07T07:36:50+00:00,322,5,,,,,
2021-02-07T08:11:06+00:00,323,5,,,,,
2021-02-07T08:45:25+00:00,324,5,,,,,
2021-02-07T09:19:38+00:00,325,5,,,,,
2021-02-07T09:53:54+00:00,326,5,,,,,
2021-02-07T10:28:11+00:00,327,7,,,,,
2021-02-07T11:02:29+00:00,328,7,,,,,
2021-02-07T11:36:46+00:00,329,7,,,,,
2021-02-07T12:11:03+00:00,330,7,,,,,
2021-02-07T12:45:20+00:00,331,7,,,,,
2021-02-07T13:19:38+00:00,332,7,,,,,
2021-02-07T13:53:55+00:00,333,7,,,,,
2021-02-07T14:28:12+00:00,334,7,,,,,
2021-02-07T15:02:29+00:00,335,7,,,,,
2021-02-07T15:36:47+00:00,336,7,,,,,
2021-02-07T16:11:04+00:00,337,7,,,,,
2021-02-07T16:45:21+00:00,338,7,,,,,
2021-02-07T17:19:38+00:00,339,7,,,,,
2021-02-07T17:53:55+00:00,340,8,,,,,
2021-02-07T18:28:12+00:00,341,8,,,,,
2021-02-07T19:02:30+00:00,342,8,,,,,
2021-02-07T19:36:47+00:00,343,8,,,,,
2021-02-07T20:11:04+00:00,344,7,,,,,
2021-02-07T20:45:21+00:00,345,7,,,,,
2021-02-07T21:19:38+00:00,346,7,,,,,
2021-02-07T21:53:55+00:00,347,7,,,,,
2021-02-07T22:28:12+00:00,348,7,,,,,
2021-02-07T23:02:29+00:00,349,7,,,,,
2021-02-07T23:36:46+00:00,350,6,,,,,
2021-02-08T00:11:02+00:00,351,6,,,,,
2021-02-08T00:45:19+00:00,352,6,,,,,
2021-02-08T01:19:36+00:00,353,6,,,,,
2021-02-08T01:53:52+00:00,354,6,,,,,
2021-02-08T02:28:09+00:00,355,6,,,,,
2021-02-08T03:02:25+00:00,356,5,,,,,
2021-02-08T03:36:41+00:00,357,5,,,,,
2021-02-08T04:10:57+00:00,358,5,,,,,
2021-02-08T04:45:14+00:00,359,5,,,,,
2021-02-08T05:19:29+00:00,360,5,,,,,
2021-02-08T05:53:45+00:00,361,4,,,,,
2021-02-08T06:28:01+00:00,362,4,,,,,
2021-02-08T07:02:17+00:00,363,4,,,,,
2021-02-08T07:36:36+00:00,364,5,,,,,
2021-02-08T08:10:49+00:00,365,5,,,,,
2021-02-08T08:45:05+00:00,366,6,,,,,
2021-02-08T09:19:22+00:00,367,7,,,,,
2021-02-08T09:53:39+00:00,368,6,,,,,
2021-02-08T10:27:56+00:00,369,8,,,,,
2021-02-08T11:02:14+00:00,370,8,,,,,
2021-02-08T11:36:32+00:00,371,9,,,,,
2021-02-08T12:10:50+00:00,372,10,,,,,
2021-02-08T12:45:09+00:00,373,9,,,,,
2021-02-08T13:19:27+00:00,374,9,,,,,
2021-02-08T13:53:45+00:00,375,9,,,,,
2021-02-08T14:28:03+00:00,376,8,,,,,
2021-02-08T15:02:20+00:00,377,8,,,,,
2021-02-08T15:36:38+00:00,378,7,,,,,
2021-02-08T16:10:55+00:00,379,7,,,,,
2021-02-08T16:45:13+00:00,380,7,,,,,
2021-02-08T17:19:30+00:00,381,7,,,,,
2021-02-08T17:53:47+00:00,382,7,,,,,
2021-02-08T18:28:04+00:00,383,7,,,,,
2021-02-08T19:36:38+00:00,384,7,,,,,
2021-02-08T20:10:56+00:00,385,7,,,,,
2021-02-08T20:45:12+00:00,386,7,,,,,
2021-02-08T21:19:29+00:00,387,7,,,,,
2021-02-08T21:53:46+00:00,388,6,,,,,
2021-02-08T22:28:03+00:00,389,6,,,,,
2021-02-08T23:02:20+00:00,390,6,,,,,
2021-02-08T23:36:36+00:00,391,6,,,,,
2021-02-09T00:10:52+00:00,392,6,,,,,
2021-02-09T00:45:09+00:00,393,6,,,,,
2021-02-09T01:19:25+00:00,394,5,,,,,
2021-02-09T01:53:41+00:00,395,5,,,,,
2021-02-09T02:27:57+00:00,396,5,,,,,
2021-02-09T03:02:14+00:00,397,5,,,,,
2021-02-09T03:36:29+00:00,398,5,,,,,
2021-02-09T04:10:45+00:00,399,5,,,,,
2021-02-09T04:45:02+00:00,400,5,,,,,
2021-02-09T05:19:17+00:00,401,5,,,,,
2021-02-09T05:53:34+00:00,402,5,,,,,
2021-02-09T06:27:49+00:00,403,5,,,,,
2021-02-09T07:02:05+00:00,404,4,,,,,
2021-02-09T07:36:21+00:00,405,5,,,,,
2021-02-09T08:10:37+00:00,406,6,,,,,
2021-02-09T08:44:54+00:00,407,6,,,,,
2021-02-09T09:19:10+00:00,408,6,,,,,
2021-02-09T09:53:27+00:00,409,6,,,,,
2021-02-09T10:27:43+00:00,410,6,,,,,
2021-02-09T11:02:00+00:00,411,7,,,,,
2021-02-09T11:36:17+00:00,412,7,,,,,
2021-02-09T12:10:34+00:00,413,7,,,,,
2021-02-09T12:44:51+00:00,414,7,,,,,
2021-02-09T13:19:08+00:00,415,7,,,,,
2021-02-09T13:53:25+00:00,416,7,,,,,
2021-02-09T14:27:42+00:00,417,7,,,,,
2021-02-09T15:01:59+00:00,418,7,,,,,
2021-02-09T15:36:16+00:00,419,7,,,,,
2021-02-09T16:10:33+00:00,420,7,,,,,
2021-02-09T16:44:50+00:00,421,7,,,,,
2021-02-09T17:19:07+00:00,422,6,,,,,
2021-02-09T17:53:24+00:00,423,6,,,,,
2021-02-09T18:27:40+00:00,424,7,,,,,
2021-02-09T19:01:57+00:00,425,7,,,,,
2021-02-09T19:36:14+00:00,426,7,,,,,
2021-02-09T20:10:31+00:00,427,6,,,,,
2021-02-09T20:44:48+00:00,428,6,,,,,
2021-02-09T21:19:04+00:00,429,7,,,,,
2021-02-09T21:53:21+00:00,430,7,,,,,
2021-02-09T22:27:38+00:00,431,6,,,,,
2021-02-09T23:01:54+00:00,432,6,,,,,
2021-02-09T23:36:11+00:00,433,6,,,,,
2021-02-10T00:10:27+00:00,434,6,,,,,
2021-02-10T00:44:44+00:00,435,5,,,,,
2021-02-10T01:19:00+00:00,436,5,,,,,
2021-02-10T01:53:16+00:00,437,5,,,,,
2021-02-10T02:27:32+00:00,438,5,,,,,
2021-02-10T03:01:48+00:00,439,5,,,,,
2021-02-10T03:36:04+00:00,440,5,,,,,
2021-02-10T04:10:20+00:00,441,5,,,,,
2021-02-10T04:44:36+00:00,442,5,,,,,
2021-02-10T05:18:52+00:00,443,5,,,,,
2021-02-10T05:53:07+00:00,444,4,,,,,
2021-02-10T06:27:23+00:00,445,4,,,,,
2021-02-10T07:01:39+00:00,446,4,,,,,
2021-02-10T07:35:55+00:00,447,5,,,,,
2021-02-10T08:10:11+00:00,448,5,,,,,
2021-02-10T08:44:27+00:00,449,6,,,,,
2021-02-10T09:18:43+00:00,450,6,,,,,
2021-02-10T09:53:00+00:00,451,6,,,,,
2021-02-10T10:27:16+00:00,452,6,,,,,
2021-02-10T10:43:38+00:00,453,0,,,,,
2021-02-10T10:44:29+00:00,454,0,,,,,
2021-02-10T10:46:02+00:00,455,0,,,,,
2021-02-10T11:01:33+00:00,456,7,,,,,
2021-02-10T11:35:50+00:00,457,7,,,,,
2021-02-10T12:10:07+00:00,458,7,,,,,
2021-02-10T12:44:24+00:00,459,7,,,,,
2021-02-10T13:18:41+00:00,460,7,,,,,
2021-02-10T13:52:58+00:00,461,7,,,,,
2021-02-10T14:27:15+00:00,462,7,,,,,
2021-02-10T15:01:32+00:00,463,7,,,,,
2021-02-10T15:35:49+00:00,464,7,,,,,
2021-02-10T16:10:06+00:00,465,7,,,,,
2021-02-10T16:44:23+00:00,466,6,,,,,
2021-02-10T17:18:40+00:00,467,6,,,,,
2021-02-10T17:52:57+00:00,468,6,,,,,
2021-02-10T18:27:13+00:00,469,7,,,,,
2021-02-10T19:01:30+00:00,470,7,,,,,
2021-02-10T19:12:11+00:00,471,0,,,,,
2021-02-10T19:35:47+00:00,472,7,,,,,
2021-02-10T20:10:04+00:00,473,8,,,,,
2021-02-12T09:53:57+00:00,474,0,,,,,
2021-02-12T09:58:54+00:00,475,0,,,,,
2021-02-12T10:00:03+00:00,476,0,,,,,
2021-02-12T14:42:48+00:00,477,0,,,,,
2021-02-12T14:51:30+00:00,478,0,,,,,
2021-02-12T14:54:03+00:00,479,0,,,,,
2021-02-13T16:42:45+00:00,480,0,,,,,
2021-02-13T16:46:42+00:00,481,0,,,,,
2021-02-13T16:47:34+00:00,482,0,,,,,
2021-02-13T16:49:27+00:00,483,0,,,,,
2021-02-13T16:50:17+00:00,484,0,,,,,
2021-02-13T16:51:19+00:00,485,0,,,,,
2021-02-13T16:56:21+00:00,486,0,,,,,
2021-02-13T16:57:06+00:00,487,0,,,,,
2021-02-13T16:59:30+00:00,488,0,,,,,
2021-02-13T16:59:48+00:00,489,0,,,,,
2021-02-13T17:01:15+00:00,490,0,,,,,
2021-02-13T17:30:56+00:00,491,0,,,,,
2021-02-13T17:31:18+00:00,492,0,,,,,
2021-02-13T17:31:45+00:00,493,0,,,,,
2021-02-13T17:32:14+00:00,494,0,,,,,
2021-02-13T17:32:42+00:00,495,0,,,,,
2021-02-13T17:34:58+00:00,496,0,,,,,
2021-02-13T17:35:30+00:00,497,0,,,,,
2021-02-13T17:49:41+00:00,498,0,,,,,
2021-02-13T17:51:24+00:00,499,0,,,,,
2021-02-13T19:38:19+00:00,500,0,,,,,
2021-02-13T19:39:02+00:00,501,0,,,,,
2021-02-13T19:39:34+00:00,502,0,,,,,
2021-02-13T19:41:06+00:00,503,0,,,,,
2021-02-13T19:47:39+00:00,504,0,,,,,
2021-02-13T19:48:04+00:00,505,0,,,,,
2021-02-13T19:49:35+00:00,506,0,,,,,
2021-02-13T19:51:49+00:00,507,0,,,,,
2021-02-13T20:06:18+00:00,508,0,,,,,
2021-02-13T20:19:52+00:00,509,0,,,,,
2021-02-13T20:32:03+00:00,510,0,,,,,
2021-02-13T20:34:04+00:00,511,0,,,,,
2021-02-13T20:49:14+00:00,512,0,,,,,
2021-02-13T20:59:11+00:00,513,0,,,,,
2021-02-13T21:00:41+00:00,514,0,,,,,
2021-02-13T21:02:39+00:00,515,0,,,,,
2021-02-13T21:55:42+00:00,516,0,,,,,
2021-02-13T21:56:18+00:00,517,0,,,,,
2021-02-13T21:56:35+00:00,518,0,,,,,
2021-02-14T11:33:00+00:00,519,0,,,,,
2021-02-14T11:33:28+00:00,520,0,,,,,
2021-02-14T11:33:44+00:00,521,17,,,,,
2021-02-14T12:03:18+00:00,522,0,,,,,
2021-02-14T12:03:34+00:00,523,17,,,,,
2021-02-14T12:10:31+00:00,524,17,,,,,
2021-02-14T12:37:01+00:00,525,0,,,,,
2021-02-14T12:40:01+00:00,526,0,,,,,
2021-02-14T12:41:19+00:00,527,18,,,,,
2021-02-14T12:47:13+00:00,528,18,,,,,
2021-02-14T12:48:30+00:00,529,18,,,,,
2021-02-14T13:22:52+00:00,530,18,,,,,
2021-02-14T13:39:39+00:00,531,0,,,,,
2021-02-14T13:40:10+00:00,532,18,,,,,
2021-02-14T13:40:26+00:00,533,18,,,,,
2021-02-14T13:41:55+00:00,534,18,,,,,
2021-02-14T13:42:16+00:00,535,18,,,,,
2021-02-14T15:35:28+00:00,536,0,,,,,
